"wdpaid","name","iso3","country","year1","year2","area_km1","area_km2","area_change_km","area_change_perc"
114,"Laguna Parrillar","CHL","Chile",2005,2006,96.4644249738571,190.787411576554,94.3229866026971,97.7800744971628
114,"Laguna Parrillar","CHL","Chile",2013,2014,190.77252741445,221.092222052597,30.3196946381471,15.8931136726401
115,"Nalcas","CHL","Chile",2005,2006,725.138063022578,201.515093466682,-523.622969555896,-72.2101067723971
116,"Magallanes","CHL","Chile",2005,2006,73.2167621866745,208.28112719656,135.064365009886,184.47191732615
117,"China Muerta","CHL","Chile",2013,2014,125.881090686352,85.416460659855,-40.4646300264975,-32.1451218811886
119,"Coyhaique","CHL","Chile",2005,2006,11.2821876648685,25.6543542509851,14.3721665861166,127.388118448606
126,"Los Flamencos","COL","Colombia",2002,2003,110.945856977255,79.191376375784,-31.7544806014711,-28.621601082392
128,"Los Colorados","COL","Colombia",2002,2003,53.6973064239482,10.6837593134134,-43.0135471105348,-80.1037332691075
130,"Sierra De La Macarena","COL","Colombia",2002,2003,10413.5465318632,6217.07347887858,-4196.47305298459,-40.2982119506001
131,"Paramillo","COL","Colombia",2010,2011,4702.84941205889,5357.50279927181,654.653387212925,13.9203561469411
135,"Amacayacu","COL","Colombia",2002,2003,2057.21896916259,2750.0311735783,692.812204415706,33.6771250314555
136,"Nevado Del Huila","COL","Colombia",2002,2003,860.223423441081,1582.96996087263,722.746537431554,84.0184674977124
137,"Sumapaz","COL","Colombia",2010,2011,2042.03278914038,2246.68003226987,204.647243129487,10.0217412873001
139,"Las Hermosas - Gloria Valencia De Castaño","COL","Colombia",2010,2011,1020.35231293722,1257.17756756865,236.825254631432,23.210145322227
141,"Purace","COL","Colombia",2002,2003,919.439458110239,781.90774388479,-137.531714225449,-14.958213182206
141,"Purace","COL","Colombia",2010,2011,781.907744167472,905.291751987174,123.384007819702,15.7798677324873
142,"Los Katios","COL","Colombia",2002,2003,607.96201675194,768.966596325511,161.004579573572,26.4826708144934
143,"Chingaza","COL","Colombia",2002,2003,662.403322152859,766.654383074198,104.251060921339,15.7383058681704
144,"Tama","COL","Colombia",2002,2003,451.141929951031,559.737930932437,108.596000981406,24.071360645461
145,"Pisba","COL","Colombia",2002,2003,615.895988636304,359.125069339614,-256.77091929669,-41.6906302418406
148,"Las Orquideas","COL","Colombia",2002,2003,369.666850786833,314.187417341782,-55.4794334450509,-15.0079546832407
149,"Macuira","COL","Colombia",2010,2011,243.728037489485,268.813325862815,25.0852883733291,10.2923277238513
150,"Isla De Salamanca","COL","Colombia",2002,2003,245.281475710945,591.261155694698,345.979679983753,141.054141565699
153,"Cueva De Los Guacharos","COL","Colombia",2002,2003,126.325518828987,72.9720101638367,-53.3535086651498,-42.2349412531424
156,"Hitoy Cerere","CRI","Costa Rica",2002,2003,112.935033025104,99.7210931791587,-13.2139398459457,-11.7004790205431
161,"Isla Guayabo","CRI","Costa Rica",2002,2003,2.7777234164189,0.0628338459844021,-2.7148895704345,-97.7379372757922
164,"Corcovado","CRI","Costa Rica",2002,2003,425.582296277639,468.808272378796,43.225976101157,10.156901844657
167,"Tortuguero","CRI","Costa Rica",2009,2010,192.761431669586,797.627245769639,604.865814100054,313.789853530898
169,"Volcán Poás","CRI","Costa Rica",2002,2003,54.9593398425295,65.2170113014324,10.2576714589028,18.6641096641504
171,"Volcán Irazú","CRI","Costa Rica",2002,2003,24.1349838860383,20.0476197001452,-4.08736418589308,-16.935433664232
180,"Del Este","DOM","Dominican Republic",2009,2011,686.909994188147,802.465907282367,115.55591309422,16.8225697794359
183,"Cayambe Coca","ECU","Ecuador",2002,2003,3308.16238380424,3729.89057619715,421.728192392906,12.7481103847127
184,"Cotacachi Cayapas","ECU","Ecuador",2002,2003,2079.14128297362,2504.68991566824,425.548632694612,20.4675187866976
187,"Galápagos","ECU","Ecuador",2004,2005,53329.0704569038,7734.94016992668,-45594.1302869771,-85.495827878385
188,"Sangay","ECU","Ecuador",2004,2005,5211.00161900327,2732.76504640746,-2478.2365725958,-47.5577778283214
188,"Sangay","ECU","Ecuador",2015,2016,2732.74,4892.64,2159.9,79.0378887124278
189,"Machalilla","ECU","Ecuador",2002,2003,565.403714743866,408.201805060579,-157.201909683287,-27.8034801654074
189,"Machalilla","ECU","Ecuador",2015,2016,408.192,485.791,77.599,19.0104166666667
193,"Tikal","GTM","Guatemala",2003,2004,8896.90211459818,580.70523895864,-8316.19687563954,-93.4729501181562
196,"Volcán Pacaya","GTM","Guatemala",2003,2004,118.260613904667,20.5334715195476,-97.727142385119,-82.6371005175905
198,"Kaieteur National Park","GUY","Guyana",2011,2012,5927.15486638701,635.379975207283,-5291.77489117973,-89.280186033091
200,"La Tigra","HND","Honduras",2005,2006,152.734620550659,88.2731646682398,-64.4614558824193,-42.2048751291713
200,"La Tigra","HND","Honduras",2014,2015,88.2761068014528,245.046,156.769893198547,177.590402294415
202,"Ocho Rios","JAM","Jamaica",2011,2012,72.9546374937149,133.89544370617,60.9408062124547,83.5324638789478
203,"Montego Bay","JAM","Jamaica",2011,2012,35.697168869714,14.4002022212464,-21.2969666484676,-59.6601000101615
213,"Iztaccíhuatl-Popocatépetl","MEX","Mexico",2002,2003,202.574823579126,908.34054435042,705.765720771294,348.3975492619
213,"Iztaccíhuatl-Popocatépetl","MEX","Mexico",2009,2010,908.340540121433,408.363165562676,-499.977374558756,-55.0429439703215
214,"Pico de Orizaba","MEX","Mexico",2002,2003,141.255973745406,197.011149492969,55.755175747563,39.4710214861807
216,"Bosencheve Buffer Zone","MEX","Mexico",2002,2003,169.291366159498,110.879758656292,-58.4116075032064,-34.5035950907111
216,"Bosencheve Buffer Zone","MEX","Mexico",2009,2010,110.879758711619,146.822273012429,35.9425143008096,32.4157580413667
220,"Lagunas de Montebello","MEX","Mexico",2002,2003,80.0909365663903,70.3181205602844,-9.77281600610591,-12.2021497376359
221,"Constitución de 1857","MEX","Mexico",2002,2003,37.6744486171159,49.6799217729646,12.0054731558486,31.8663539786867
223,"El Chico","MEX","Mexico",2002,2003,24.6019921779865,27.4580201668602,2.85602798887365,11.6089297493119
224,"Insurgente Miguel Hidalgo y Costilla","MEX","Mexico",2002,2003,29.681546417951,45.9334293957597,16.2518829778086,54.754165261348
224,"Insurgente Miguel Hidalgo y Costilla","MEX","Mexico",2009,2010,45.9334291117603,72.262756412033,26.3293273002727,57.3206220598315
224,"Insurgente Miguel Hidalgo y Costilla","MEX","Mexico",2014,2015,72.2656200351213,19.0154,-53.2502200351213,-73.6867960300369
225,"Insurgente José María Morelos","MEX","Mexico",2002,2003,22.655360956551,19.3233035352135,-3.3320574213375,-14.7075892003124
225,"Insurgente José María Morelos","MEX","Mexico",2014,2015,19.3205911910531,72.271,52.9504088089469,274.062052684325
234,"Cerro Saslaya","NIC","Nicaragua",2009,2010,277.929190870739,634.867407497461,356.938216626722,128.427753669361
235,"Volcán  Masaya","NIC","Nicaragua",2009,2010,47.4529865692423,55.0726156043113,7.61962903506894,16.0572170182599
238,"Soberania","PAN","Panama",2009,2010,138.003030225451,196.752139602681,58.7491093772295,42.5708836112171
239,"Portobelo","PAN","Panama",2002,2003,453.036522430702,329.761579837349,-123.274942593353,-27.2108177795333
240,"Volcan Barú","PAN","Panama",2009,2010,141.85167803067,157.848108722798,15.9964306921283,11.2768709642404
241,"Altos de Campana","PAN","Panama",2009,2010,59.7725643688463,49.5465150332912,-10.2260493355552,-17.1082660473658
245,"Caaguazú","PRY","Paraguay",2004,2009,177.662621903936,133.843707374372,-43.8189145295649,-24.6641156479488
246,"Cerro Corá","PRY","Paraguay",2004,2009,91.1465128430337,126.770935117142,35.6244222741087,39.0847890532671
247,"Ybycuí","PRY","Paraguay",2004,2005,90.5047305004273,56.3102394122713,-34.194491088156,-37.7819931611139
251,"Pampa Galeras Barbara D' Achille","PER","Peru",2002,2003,106.187354775835,80.6066361259582,-25.5807186498771,-24.0901741114832
253,"Titicaca","PER","Peru",2002,2003,295.467701257685,361.532108150901,66.0644068932164,22.3592651961644
254,"Lachay","PER","Peru",2002,2003,69.9187942407516,51.5528995276092,-18.3658947131424,-26.2674648677479
255,"Huayllay","PER","Peru",2002,2003,80.5219628707934,68.0859904933588,-12.4359723774346,-15.4441992396404
256,"Calipuy","PER","Peru",2002,2003,55.0930273839685,45.1406028425785,-9.95242454139004,-18.0647624826043
257,"Manu","PER","Peru",2002,2003,14878.217170705,17050.613366637,2172.39619593199,14.6011862241762
259,"Cerros de Amotape","PER","Peru",2011,2012,952.929636921445,1526.81944368794,573.889806766495,60.2237336872548
260,"Tingo María","PER","Peru",2002,2003,153.264102056421,48.102099666882,-105.162002389539,-68.6148947982782
261,"Cutervo","PER","Peru",2002,2006,239.228596205993,25.1679910077265,-214.060605198266,-89.479522345207
261,"Cutervo","PER","Peru",2011,2012,25.1679910077265,82.6264417424068,57.4584507346803,228.299710998151
264,"Chacamarca","PER","Peru",2002,2003,28.6624793044697,24.4407706749251,-4.22170862954464,-14.7290420507562
267,"Pampa de Ayacucho","PER","Peru",2002,2003,2.48112700149849,3.01483988822123,0.533712886722741,21.5109055844542
274,"Eilerts de Haan","SUR","Suriname",2002,2003,1483.89615214763,2468.57327306482,984.677120917189,66.3575493131425
277,"Brinck-heuvel","SUR","Suriname",2002,2003,49.2661775558033,61.2942013468993,12.028023791096,24.4143637437103
279,"Brownsberg","SUR","Suriname",2002,2003,178.329597541757,145.082319932594,-33.2472776091632,-18.6437237942951
280,"Wia-Wia","SUR","Suriname",2002,2009,348.207202367383,484.035863634526,135.828661267144,39.0079987845383
281,"Coppename Monding","SUR","Suriname",2002,2003,123.847009761969,264.865451915597,141.018442153628,113.86503592187
282,"Galibi","SUR","Suriname",2002,2003,15.8804001755571,32.8411986152098,16.9607984396527,106.803344072894
300,"Buck Island","VIR","U.S. Virgin Islands",2002,2003,0.936295377199776,1.21236593611467,0.276070558914898,29.4854130050878
346,"Mali i Tomorrit","ALB","Albania",2014,2016,40.1049984640679,247.427,207.322001535932,516.948035097627
359,"Kinchega","AUS","Australia",2002,2009,723.648675058481,446.860011262958,-276.788663795523,-38.2490389791917
360,"Mount Kaputar","AUS","Australia",2002,2009,389.016674597781,510.289714003595,121.273039405814,31.1742522428384
361,"Guy Fawkes River","AUS","Australia",2002,2009,383.686999733148,996.418314506119,612.731314772971,159.695615227809
362,"New England","AUS","Australia",2002,2009,305.96206863212,747.681355135112,441.719286502992,144.370604002584
363,"Myall Lakes","AUS","Australia",2002,2009,378.282904755502,481.77629706592,103.493392310418,27.3587283510233
366,"Gibraltar Range","AUS","Australia",2002,2009,165.791589844317,254.874002422039,89.0824125777216,53.7315630191933
368,"Royal","AUS","Australia",2002,2009,135.864113048639,153.857761425181,17.9936483765412,13.2438566541111
371,"Dharug","AUS","Australia",2002,2009,104.246875018206,153.642732720621,49.3958577024149,47.383538061729
372,"Ben Boyd","AUS","Australia",2002,2009,70.8167265401084,107.630556665726,36.8138301256172,51.9846538017638
373,"Cocoparra","AUS","Australia",2002,2009,63.3692520241544,84.0452675747759,20.6760155506215,32.6278358828354
374,"Weddin Mountains","AUS","Australia",2002,2009,64.676916836624,87.4045299208794,22.7276130842554,35.1402234303563
378,"Crowdy Bay","AUS","Australia",2002,2009,47.4542644541139,105.796598463087,58.3423340089731,122.944343738354
379,"Dorrigo","AUS","Australia",2002,2009,90.1139006131912,118.102018634454,27.988118021263,31.0586023141984
384,"Hat Head","AUS","Australia",2002,2009,105.685432300207,74.2121371132835,-31.4732951869234,-29.7801641171522
403,"Carnarvon","AUS","Australia",2007,2009,2332.78960658744,3026.33615454364,693.546547956195,29.7303514212223
404,"Bowling Green Bay","AUS","Australia",2007,2009,718.173577941108,582.287479161905,-135.886098779203,-18.9210662927432
405,"Daintree","AUS","Australia",2007,2009,558.057977114115,773.22639411664,215.168417002525,38.5566421100591
405,"Daintree","AUS","Australia",2014,2015,777.284272279524,1199.13,421.845727720476,54.2717436547814
406,"Whitsunday Islands","AUS","Australia",2007,2009,104.316758057072,178.833686630641,74.5169285735692,71.4333247710793
407,"Eungella","AUS","Australia",2011,2012,531.859670129436,599.224420633778,67.3647505043423,12.6658880692999
410,"Cape Melville","AUS","Australia",2007,2009,339.699990549062,1728.00243876433,1388.30244821527,408.684865128002
411,"Mitchell-Alice Rivers","AUS","Australia",2012,2013,379.852877878837,0.649774407809515,-379.203103471027,-99.8289405067989
414,"Cooloola (Noosa River)","AUS","Australia",2007,2009,557.886324512333,2.14516873869106,-555.741155773642,-99.6154828242893
414,"Cooloola (Noosa River)","AUS","Australia",2014,2015,2.13579680845165,1.49104,-0.644756808451651,-30.188115550143
421,"Girraween","AUS","Australia",2007,2009,138.404832991316,117.271666816961,-21.1331661743541,-15.2690955348937
423,"Mount Barney","AUS","Australia",2007,2009,154.001023957909,176.296052893783,22.2950289358743,14.4771952568107
424,"Starcke","AUS","Australia",2012,2013,70.451640783623,80.9547273025112,10.5030865188882,14.9082213019653
426,"Southwood","AUS","Australia",2007,2009,81.158176736752,71.7418325602045,-9.41634417654751,-11.6024589944779
428,"Blackdown Tableland","AUS","Australia",2007,2009,219.725194807187,480.92833583132,261.203141024133,118.877191690895
429,"Edmund Kennedy","AUS","Australia",2007,2009,54.0725049750067,109.069482109841,54.9969771348346,101.709689906645
429,"Edmund Kennedy","AUS","Australia",2011,2012,109.069453148092,120.165381382192,11.0959282340998,10.1732684210253
431,"Cape Upstart","AUS","Australia",2007,2009,54.4571285803385,86.3281110260183,31.8709824456798,58.5249044092763
432,"Eurimbula","AUS","Australia",2007,2009,49.8295915389643,137.302379960017,87.4727884210527,175.54386002272
432,"Eurimbula","AUS","Australia",2012,2013,137.303745349296,233.510198571143,96.2064532218471,70.0683386145815
433,"Isla Gorge","AUS","Australia",2007,2009,113.836640852236,78.4115943268709,-35.4250465253654,-31.1191952434263
435,"Castle Tower","AUS","Australia",2012,2013,71.9248936557771,87.8766319800539,15.9517383242768,22.1783272987788
445,"Epping Forest","AUS","Australia",2011,2012,31.180391019724,27.6938383331086,-3.48655268661539,-11.1818760849082
446,"Magnetic Island","AUS","Australia",2014,2015,26.8235549174127,35.1197,8.29614508258729,30.9285816444925
451,"Clump Mountain","AUS","Australia",2012,2013,2.97347468629249,3.27682568279619,0.303350996503701,10.2019027739543
458,"Cape Hillsborough","AUS","Australia",2012,2013,8.08525220522914,10.7954130059433,2.71016080071415,33.5198053433801
474,"Elliot Price","AUS","Australia",2002,2009,767.007506114389,638.129906550496,-128.877599563893,-16.8026516737467
475,"Flinders Ranges","AUS","Australia",2002,2009,660.905760286605,920.444558999074,259.538798712469,39.2701674441328
478,"Billiatt","AUS","Australia",2011,2012,593.879289389686,8.05224145244374,-585.827047937242,-98.6441282603543
482,"Cape Gantheaume","AUS","Australia",2002,2009,254.229642536572,42.3240579175174,-211.905584619055,-83.3520365700751
487,"Messent","AUS","Australia",2002,2009,96.9957173417097,116.056758168413,19.061040826703,19.6514251856627
488,"Canunda","AUS","Australia",2002,2009,117.445934052575,95.9561072468264,-21.4898268057491,-18.2976336976715
489,"Mount Remarkable","AUS","Australia",2002,2009,78.3681064343984,184.066437927393,105.698331492995,134.874167951824
490,"Kelly Hill","AUS","Australia",2002,2009,79.1997286357833,21.8047489593534,-57.3949796764299,-72.4686569828703
491,"Innes","AUS","Australia",2002,2009,72.5379156657061,94.53201795118,21.9941022854739,30.320835777574
494,"Gum Lagoon","AUS","Australia",2002,2009,101.796105621161,88.782140119707,-13.0139655014535,-12.7843451594167
503,"Nuyts Archipelago","AUS","Australia",2002,2009,49.0376957545586,99.5465211615803,50.5088254070217,102.999997511764
503,"Nuyts Archipelago","AUS","Australia",2014,2015,99.5474108721646,88.8807,-10.6667108721646,-10.7152067328626
514,"Whyalla-Cowled's Landing","AUS","Australia",2012,2013,32.8885329275749,36.5728756022851,3.68434267471019,11.2025145141732
522,"Maria Island","AUS","Australia",2002,2009,103.930593974583,115.286845129059,11.3562511544757,10.926764410923
528,"Big Desert","AUS","Australia",2002,2009,1100.93391418303,1417.18507458784,316.251160404816,28.7257169872451
529,"Wyperfeld","AUS","Australia",2002,2009,1039.98768052226,3605.20157145632,2565.21389093406,246.658103646561
533,"Hattah - Kulkyne","AUS","Australia",2002,2009,392.199268866748,497.079803484593,104.880534617845,26.7416446034932
541,"Coopracambra","AUS","Australia",2002,2009,324.581326640284,389.974473192064,65.3931465517799,20.1469219528613
543,"Kinglake","AUS","Australia",2002,2009,143.310461075509,231.257793342539,87.94733226703,61.3683967011251
544,"Holey Plains","AUS","Australia",2002,2009,118.031731992437,105.858616888269,-12.1731151041683,-10.3134258039595
545,"Mount Samaria","AUS","Australia",2007,2009,90.6452214979142,74.5894497442136,-16.0557717537006,-17.7127613440385
546,"Brisbane Ranges","AUS","Australia",2002,2009,101.301687288084,76.8538212849202,-24.4478660031636,-24.1337204321566
546,"Brisbane Ranges","AUS","Australia",2014,2015,76.7511787112679,88.7083,11.9571212887321,15.5790718650901
558,"Fitzgerald River","AUS","Australia",2007,2009,2184.05310355001,2963.98511734363,779.932013793619,35.7103045033978
563,"Cape Range","AUS","Australia",2007,2009,1110.93221333591,501.99248480056,-608.939728535347,-54.8134009641167
570,"Yalgorup","AUS","Australia",2007,2009,196.710830306406,129.945226972413,-66.7656033339933,-33.9409900461484
571,"Stokes","AUS","Australia",2007,2009,117.371002599588,101.042247031313,-16.3287555682753,-13.9120866369191
572,"Badgingarra","AUS","Australia",2007,2009,158.632698011162,131.479563731138,-27.1531342800237,-17.1169844681789
574,"Alexander Morrison","AUS","Australia",2007,2009,117.436665106263,85.1375330587528,-32.2991320475099,-27.5034479379025
601,"Nxai Pan","BWA","Botswana",2002,2003,2165.35068792191,4025.06579023941,1859.7151023175,85.8851692102712
601,"Nxai Pan","BWA","Botswana",2013,2014,4024.93665468421,2602.74097146941,-1422.1956832148,-35.3346103362808
604,"Rusenski Lom","BGR","Bulgaria",2010,2011,51.2358074295982,43.1224417026123,-8.11336572698588,-15.8353427690863
604,"Rusenski Lom","BGR","Bulgaria",2013,2014,43.1224417779287,35.0937916218784,-8.02865015605038,-18.6182642379024
607,"Bénoué","CMR","Cameroon",2012,2013,1676.45722964852,1993.1157883142,316.658558665673,18.8885557630398
616,"Nahanni National Park Reserve of Canada","CAN","Canada",2011,2012,5299.87207451804,29955.0166817593,24655.1446072413,465.202636225581
625,"Baie de l'Isle-Verte","CAN","Canada",2002,2003,496.286586354986,4.79773711787348,-491.488849237112,-99.0332728609268
625,"Baie de l'Isle-Verte","CAN","Canada",2011,2012,4.79774980226806,5.33169733013009,0.533947527862036,11.1291240658198
631,"Cap Tourmente","CAN","Canada",2002,2003,235.304031500058,27.1512032957148,-208.152828204343,-88.4612247726371
631,"Cap Tourmente","CAN","Canada",2011,2012,27.1516094276931,23.9503544825871,-3.20125494510602,-11.7902953547974
632,"Kouchibouguac","CAN","Canada",2007,2009,190.624405972317,239.417005112938,48.7925991406211,25.5961973451117
635,"Prince Edward Island National Park of Canada","CAN","Canada",2013,2014,24.6581945630015,37.3256145787106,12.6674200157091,51.3720499014798
635,"Prince Edward Island National Park of Canada","CAN","Canada",2015,2016,37.3256,24.6654,-12.6602,-33.9182759285852
636,"Point Pelee National Park of Canada","CAN","Canada",2011,2012,23.3260883501065,15.2379288294327,-8.08815952067383,-34.6743071503323
641,"Zakouma","TCD","Chad",2013,2014,2357.11254136882,3061.70513753166,704.592596162845,29.8921915605131
642,"Manda","TCD","Chad",2013,2014,1749.39268810103,957.081924899792,-792.310763201235,-45.2906182008392
643,"Odzala Kokoua","COG","Congo - Brazzaville",2002,2003,1318.93013490883,13648.1275296217,12329.1973947129,934.78775474071
646,"Pieninsky","SVK","Slovakia",2009,2010,23.0205760532939,37.0916240267356,14.0710479734416,61.1237874363628
646,"Pieninsky","SVK","Slovakia",2013,2014,37.0743109025943,254.917686955134,217.84337605254,587.585772328667
646,"Pieninsky","SVK","Slovakia",2015,2016,254.918,37.0812,-217.8368,-85.4536752995081
655,"Pallas-Yllästunturin kansallispuisto","FIN","Finland",2006,2007,506.40227554068,1017.50162518778,511.099349647102,100.927538112148
657,"Pyhä-Luoston kansallispuisto","FIN","Finland",2006,2007,43.1961277529183,143.207611681944,100.011483929026,231.528817816938
663,"Port-Cros","FRA","France",2014,2015,19.838210971039,46.1579,26.319689028961,132.671686309738
666,"Wonga-Wongué","GAB","Gabon",2006,2007,5056.19406439344,4291.46121185233,-764.732852541109,-15.1246736735539
669,"Mole","GHA","Ghana",2002,2003,4476.84069413905,4931.94545203425,455.1047578952,10.1657572602709
670,"Digya","GHA","Ghana",2002,2003,3919.6148267766,2789.46520645261,-1130.14962032399,-28.8331805616063
671,"Bui","GHA","Ghana",2002,2003,2668.76555359945,1897.32427332362,-771.44128027583,-28.9062963674483
672,"Bia","GHA","Ghana",2002,2003,40.3377264280053,80.5880342978709,40.2503078698656,99.7832833779176
672,"Bia","GHA","Ghana",2006,2007,80.5880340146169,310.812811027273,230.224777012656,285.681093760023
673,"Pindos","GRC","Greece",2009,2010,63.639775196956,31.5548682444032,-32.0849069525528,-50.4164366597063
674,"Prespes","GRC","Greece",2009,2010,251.080833409873,51.0399014150112,-200.040931994862,-79.6719244866883
679,"Hortobágyi","HUN","Hungary",2014,2015,566.58009907395,810.885,244.30490092605,43.1192167401143
